 Fecha, Hora, Nombre_de_la_Vialidad, Georreferencia,Numero,Demanda,Punto,Proporción
27/01/2022,14:36:00,morones prieto,"25.6678765, -100.2950035",,,,
31/01/2022,13:09:00,morones prieto,"25.6657081, -100.3338365",,,,
31/01/2022,14:22:00,morones prieto,"25.6657081, -100.3338365",,,,
17/01/2022,13:09:00,nardo,"25.7016115, -100.3032184",,,,
18/01/2022,14:28:00,nicolas bravo,"25.6747751, -100.3338726",,,,
03/01/2022,14:15:00,no reeleccion,"25.7386864, -100.3699126",,,,
04/01/2022,11:17:00,no reeleccion,"25.7578427, -100.386555",,,,
19/01/2022,13:31:00,nueva escocia,"25.7101892, -100.355126",,,,
03/01/2022,14:19:00,pablo a de la garza,"25.6915168, -100.2874254",,,,
04/01/2022,13:10:00,pablo a de la garza,"25.6988972, -100.2872954",,,,
05/01/2022,09:39:00,pablo gonzalez g.,"25.6840701, -100.3450896",,,,
07/01/2022,15:12:00,pablo gonzalez g.,"25.6815832, -100.3503174",,,,
13/01/2022,11:25:00,pablo gonzalez g.,"25.6815832, -100.3503174",,,,
30/01/2022,15:59:00,pablo gonzalez g.,"25.6768503, -100.3611176",,,,
31/01/2022,14:58:00,pablo gonzalez g.,"25.6768503, -100.3611176",,,,
02/01/2022,09:54:00,padre mier,"25.6695782, -100.3216168",,,,
05/01/2022,09:14:00,padre mier,"25.6695782, -100.3216168",,,,
05/01/2022,12:29:00,padre mier,"25.6695782, -100.3216168",,,,
06/01/2022,11:00:00,padre mier,"25.6695782, -100.3216168",,,,
27/01/2022,15:19:00,padre mier,"25.6695782, -100.3216168",,,,
22/01/2022,15:31:00,palestina,"25.6524713, -100.2984872",,,,
16/01/2022,12:03:00,paricutin,"25.657582, -100.2989386",,,,
25/01/2022,15:50:00,paricutin,"25.657582, -100.2989386",,,,
03/01/2022,15:43:00,paseo de cumbres,"25.7487734, -100.4093225",,,,
12/01/2022,11:08:00,paseo de la hacienda,"25.589986, -100.2474516",,,,
03/01/2022,09:02:00,paseo de las estrellas,"25.7242398, -100.3913995",,,,
12/01/2022,15:40:00,paseo de los jazmines,"25.6209515, -100.2989353",,,,
29/01/2022,13:20:00,paseo de los pinos,"25.6203949, -100.2928966",,,,
03/01/2022,09:00:00,pedro infante,"25.7357071, -100.3976299",,,,
13/01/2022,10:09:00,pedro infante,"25.7346375, -100.3997757",,,,
24/01/2022,14:55:00,pedro infante,"25.7357071, -100.3976299",,,,
08/01/2022,12:25:00,pedro ma anaya,"25.6794843, -100.347899",,,,
22/01/2022,14:25:00,pedro martinez,"25.6633083, -100.300636",,,,
29/01/2022,09:55:00,pedro martinez,"25.6621545, -100.2947526",,,,
06/01/2022,12:17:00,pedro mendoza,"25.7153101, -100.3892666",,,,
12/01/2022,09:32:00,pelicano,"25.7361919, -100.3762016",,,,
23/01/2022,10:46:00,pelicano,"25.7361919, -100.3762016",,,,
23/01/2022,15:45:00,pelicano,"25.7361919, -100.3762016",,,,
05/01/2022,11:55:00,penelope,"25.7159666, -100.3767849",,,,
10/01/2022,09:11:00,penitenciaria,"25.7224441, -100.3344089",,,,
14/01/2022,12:16:00,penitenciaria,"25.7241218, -100.3396858",,,,
16/01/2022,13:00:00,penitenciaria,"25.7224441, -100.3344089",,,,
20/01/2022,11:58:00,penitenciaria,"25.7241218, -100.3396858",,,,
01/01/2022,13:55:00,pino suarez,"25.6661568, -100.3202256",,,,
03/01/2022,15:42:00,pino suarez,"25.6661568, -100.3202256",,,,
04/01/2022,15:33:00,pino suarez,"25.6661568, -100.3202256",,,,
06/01/2022,14:15:00,pino suarez,"25.6661568, -100.3202256",,,,
12/01/2022,08:25:00,pino suarez,"25.6661568, -100.3202256",,,,
13/01/2022,08:32:00,pino suarez,"25.6661568, -100.3202256",,,,
13/01/2022,14:31:00,pino suarez,"25.6661568, -100.3202256",,,,
14/01/2022,12:30:00,pino suarez,"25.6661568, -100.3202256",,,,
14/01/2022,12:50:00,pino suarez,"25.6661568, -100.3202256",,,,
20/01/2022,09:56:00,pino suarez,"25.6661568, -100.3202256",,,,
20/01/2022,14:09:00,pino suarez,"25.6661568, -100.3202256",,,,
26/01/2022,10:50:00,pino suarez,"25.6661568, -100.3202256",,,,
30/01/2022,08:21:00,pino suarez,"25.6661568, -100.3202256",,,,
27/01/2022,15:45:00,pirineos,"25.6545339, -100.2946096",,,,
03/01/2022,13:31:00,platon sanchez,"25.6783766, -100.3024106",,,,
27/01/2022,09:38:00,platon sanchez,"25.6870276, -100.3011821",,,,
31/01/2022,09:17:00,porque poniente,"25.7201996, -100.3476843",,,,
04/01/2022,09:18:00,priv santa maria,"25.6734684, -100.3759937",,,,
10/01/2022,10:20:00,priv santa maria,"25.6734684, -100.3759937",,,,
14/01/2022,08:47:00,progreso,"25.6880875, -100.2947175",,,,
17/01/2022,10:15:00,puerto mazatlan,"25.6229198, -100.2833212",,,,
10/01/2022,11:27:00,puerto rico,"25.6904623, -100.3540034",,,,
22/01/2022,13:10:00,ramon treviño,"25.6847962, -100.2977437",,,,
02/01/2022,14:28:00,rangel frias,"25.7245167, -100.3550413",,,,
06/01/2022,14:53:00,rangel frias,"25.7101678, -100.3655685",,,,
09/01/2022,10:05:00,rangel frias,"25.6986697, -100.369682",,,,
14/01/2022,12:39:00,rangel frias,"25.7390878, -100.3362378",,,,
18/01/2022,15:30:00,rangel frias,"25.7101678, -100.3655685",,,,
20/01/2022,08:52:00,rangel frias,"25.7152167, -100.3617773",,,,
22/01/2022,11:59:00,rangel frias,"25.701353, -100.3715697",,,,
25/01/2022,14:54:00,rangel frias,"25.7152167, -100.3617773",,,,
25/01/2022,14:55:00,rangel frias,"25.7152167, -100.3617773",,,,
28/01/2022,09:49:00,rangel frias,"25.7206916, -100.3579105",,,,
28/01/2022,11:00:00,rangel frias,"25.7101678, -100.3655685",,,,
12/01/2022,13:24:00,rayados,"25.654549, -100.280481",,,,
22/01/2022,08:33:00,rayon,"25.6767669, -100.3198117",,,,
19/01/2022,13:29:00,real de cumbres,"25.7543592, -100.4034805",,,,
04/01/2022,08:28:00,reforma,"25.6840667, -100.3064622",,,,
16/01/2022,10:45:00,reforma,"25.6840667, -100.3064622",,,,
16/01/2022,14:00:00,reforma,"25.6840667, -100.3064622",,,,
03/01/2022,11:39:00,revolucion,"25.6644631, -100.2837621",,,,
04/01/2022,14:26:00,revolucion,"25.6493271, -100.27495",,,,
04/01/2022,15:19:00,revolucion,"25.6644631, -100.2837621",,,,
05/01/2022,09:11:00,revolucion,"25.6644631, -100.2837621",,,,
05/01/2022,15:49:00,revolucion,"25.6644631, -100.2837621",,,,
11/01/2022,11:36:00,revolucion,"25.652526, -100.2766971",,,,
12/01/2022,13:48:00,revolucion,"25.6644631, -100.2837621",,,,
12/01/2022,13:53:00,revolucion,"25.6368009, -100.2725467",,,,
12/01/2022,15:13:00,revolucion,"25.6493271, -100.27495",,,,
13/01/2022,13:16:00,revolucion,"25.6368009, -100.2725467",,,,
14/01/2022,10:39:00,revolucion,"25.6644631, -100.2837621",,,,
14/01/2022,15:42:00,revolucion,"25.6416088, -100.2735927",,,,
17/01/2022,12:15:00,revolucion,"25.6556044, -100.2790207",,,,
17/01/2022,15:38:00,revolucion,"25.6644631, -100.2837621",,,,
18/01/2022,09:00:00,revolucion,"25.6644631, -100.2837621",,,,
20/01/2022,14:10:00,revolucion,"25.6870678, -100.3159788",,,,
21/01/2022,09:15:00,revolucion,"25.6644631, -100.2837621",,,,
21/01/2022,10:07:00,revolucion,"25.6626857, -100.2831948",,,,
21/01/2022,11:15:00,revolucion,"25.6515288, -100.2763546",,,,
22/01/2022,09:20:00,revolucion,"25.6313028, -100.2879382",,,,
23/01/2022,10:26:00,revolucion,"25.6644631, -100.2837621",,,,
23/01/2022,10:40:00,revolucion,"25.6644631, -100.2837621",,,,
23/01/2022,12:14:00,revolucion,"25.6644631, -100.2837621",,,,
27/01/2022,08:12:00,revolucion,"25.6644631, -100.2837621",,,,
27/01/2022,11:35:00,revolucion,"25.6644631, -100.2837621",,,,
27/01/2022,11:53:00,revolucion,"25.6493271, -100.27495",,,,
28/01/2022,10:46:00,revolucion,"25.6161321, -100.2707039",,,,
28/01/2022,13:51:00,revolucion,"25.6313028, -100.2879382",,,,
29/01/2022,15:00:00,revolucion,"25.652526, -100.2766971",,,,
29/01/2022,15:05:00,revolucion,"25.6313028, -100.2879382",,,,
31/01/2022,11:30:00,revolucion,"25.6870678, -100.3159788",,,,
05/01/2022,14:04:00,rio danubio,"25.6542761, -100.2996638",,,,
25/01/2022,15:45:00,rio de janeiro,"25.6461562, -100.2901702",,,,
05/01/2022,13:01:00,rio nazas,"25.6406194, -100.3054908",,,,
05/01/2022,11:46:00,rio panuco,"25.6477155, -100.2956425",,,,
26/01/2022,15:02:00,rio panuco,"25.637488, -100.2864656",,,,
19/01/2022,14:55:00,rio papagayos,"25.6618862, -100.3543792",,,,
22/01/2022,11:40:00,roberto j cantu,"25.6684476, -100.3525073",,,,
02/01/2022,12:30:00,rodrigo gomez,"25.7144455, -100.34254",,,,
12/01/2022,14:23:00,rodrigo gomez,"25.7144455, -100.34254",,,,
16/01/2022,15:54:00,rodrigo gomez,"25.7144455, -100.34254",,,,
25/01/2022,13:00:00,rodrigo gomez,"25.7144455, -100.34254",,,,
14/01/2022,13:12:00,rogelio cantu,"25.6750352, -100.3795425",,,,
14/01/2022,14:17:00,rogelio cantu,"25.6750352, -100.3795425",,,,
20/01/2022,13:00:00,rogelio cantu,"25.7009482, -100.3714241",,,,
24/01/2022,08:30:00,rogelio cantu,"25.6750352, -100.3795425",,,,
26/01/2022,10:40:00,rogelio cantu,"25.6750352, -100.3795425",,,,
27/01/2022,10:25:00,rogelio cantu,"25.6849535, -100.379859",,,,
28/01/2022,10:07:00,rogelio cantu,"25.6849535, -100.379859",,,,
28/01/2022,14:55:00,rogelio cantu,"25.6849535, -100.379859",,,,
03/01/2022,13:37:00,ruiz cortines,"25.703588, -100.2828061",,,,
03/01/2022,15:30:00,ruiz cortines,"25.7047054, -100.3451053",,,,
04/01/2022,16:00:00,ruiz cortines,"25.7101892, -100.355126",,,,
05/01/2022,09:25:00,ruiz cortines,"25.7047054, -100.3451053",,,,
05/01/2022,15:06:00,ruiz cortines,"25.704591, -100.3296626",,,,
07/01/2022,12:49:00,ruiz cortines,"25.7036573, -100.2866874",,,,
08/01/2022,12:03:00,ruiz cortines,"25.7047054, -100.3451053",,,,
08/01/2022,15:32:00,ruiz cortines,"25.7156115, -100.3628813",,,,
11/01/2022,15:56:00,ruiz cortines,"25.704591, -100.3296626",,,,
12/01/2022,14:00:00,ruiz cortines,"25.7135909, -100.3625074",,,,
12/01/2022,14:44:00,ruiz cortines,"25.7028929, -100.32629",,,,
13/01/2022,10:05:00,ruiz cortines,"25.7107547, -100.35997",,,,
14/01/2022,08:20:00,ruiz cortines,"25.6676472, -100.3043508",,,,
14/01/2022,12:18:00,ruiz cortines,"25.7230383, -100.3676411",,,,
18/01/2022,08:28:00,ruiz cortines,"25.7036968, -100.2892188",,,,
18/01/2022,08:54:00,ruiz cortines,"25.704591, -100.3296626",,,,
18/01/2022,09:46:00,ruiz cortines,"25.7036573, -100.2866874",,,,
19/01/2022,12:23:00,ruiz cortines,"25.7135909, -100.3625074",,,,
20/01/2022,09:39:00,ruiz cortines,"25.7090541, -100.3579104",,,,
20/01/2022,11:10:00,ruiz cortines,"25.7357506, -100.3783705",,,,
20/01/2022,12:55:00,ruiz cortines,"25.704591, -100.3296626",,,,
22/01/2022,10:25:00,ruiz cortines,"25.7028929, -100.32629",,,,
22/01/2022,13:05:00,ruiz cortines,"25.7043954, -100.3207248",,,,
24/01/2022,13:22:00,ruiz cortines,"25.7045743, -100.3357289",,,,
27/01/2022,08:55:00,ruiz cortines,"25.7135909, -100.3625074",,,,
27/01/2022,10:35:00,ruiz cortines,"25.7046188, -100.3312776",,,,
29/01/2022,11:59:00,ruiz cortines,"25.7047054, -100.3451053",,,,
04/01/2022,13:46:00,ruperto martinez,"25.67669, -100.3113027",,,,
05/01/2022,15:00:00,ruperto martinez,"25.67669, -100.3113027",,,,
09/01/2022,14:53:00,ruperto martinez,"25.67669, -100.3113027",,,,
26/01/2022,10:20:00,ruperto martinez,"25.67669, -100.3113027",,,,
20/01/2022,10:16:00,salto del agua,"25.6044729, -100.268156",,,,
03/01/2022,14:30:00,san bernabe,"25.7209288, -100.3484866",,,,
08/01/2022,14:38:00,san bernabe,"25.7232566, -100.3660751",,,,
12/01/2022,14:48:00,seguridad social,"25.7347271, -100.3853061",,,,
24/01/2022,10:51:00,serafin peña,"25.6747239, -100.3250928",,,,
08/01/2022,12:57:00,sertoma,"25.6681249, -100.3505617",,,,
14/01/2022,08:56:00,sierra alta,"25.6259776, -100.2828008",,,,
21/01/2022,10:25:00,sierra alta,"25.7440485, -100.3728895",,,,
23/01/2022,11:18:00,sierra alta,"25.5769154, -100.2704609",,,,
04/01/2022,15:20:00,simon bolivar,"25.6960632, -100.3434697",,,,
05/01/2022,08:41:00,simon bolivar,"25.6831153, -100.3454085",,,,
06/01/2022,13:21:00,simon bolivar,"25.6960632, -100.3434697",,,,
19/01/2022,10:59:00,simon bolivar,"25.6960632, -100.3434697",,,,
19/01/2022,11:56:00,simon bolivar,"25.6960632, -100.3434697",,,,
31/01/2022,14:08:00,simon bolivar,"25.6960632, -100.3434697",,,,
04/01/2022,08:03:00,sinaloa,"25.6575293, -100.3038618",,,,
04/01/2022,13:19:00,sonora,"25.657359, -100.3029345",,,,
01/01/2022,08:08:00,tabasco,"25.6593647, -100.3229165",,,,
30/01/2022,12:01:00,tabasco,"25.6593647, -100.3229165",,,,
23/01/2022,11:55:00,tapia,"25.6799427, -100.3167561",,,,
08/01/2022,08:50:00,treviño,"25.6801472, -100.3021801",,,,
08/01/2022,14:37:00,treviño,"25.6801472, -100.3021801",,,,
24/01/2022,12:55:00,treviño,"25.6801472, -100.3021801",,,,
02/01/2022,11:55:00,tula,"25.7335509, -100.3203849",,,,
14/01/2022,15:59:00,tulancingo,"25.6915475, -100.3433108",,,,
06/01/2022,11:46:00,uxmal,"25.7388731, -100.3553336",,,,
06/01/2022,09:04:00,venustiano carranza,"25.6687503, -100.3339511",,,,
06/01/2022,09:16:00,venustiano carranza,"19.43197, -99.14073",,,,
10/01/2022,15:27:00,venustiano carranza,"25.6782339, -100.3322151",,,,
13/01/2022,11:50:00,venustiano carranza,"25.6687503, -100.3339511",,,,
17/01/2022,08:37:00,venustiano carranza,"25.6748171, -100.3325842",,,,
19/01/2022,09:28:00,venustiano carranza,"25.6782339, -100.3322151",,,,
20/01/2022,09:03:00,venustiano carranza,"25.6748171, -100.3325842",,,,
25/01/2022,08:10:00,venustiano carranza,"25.6748171, -100.3325842",,,,
27/01/2022,09:52:00,venustiano carranza,"25.6648398, -100.3350742",,,,
29/01/2022,12:03:00,venustiano carranza,"25.6782339, -100.3322151",,,,
29/01/2022,13:08:00,venustiano carranza,"25.6782339, -100.3322151",,,,
29/01/2022,14:44:00,venustiano carranza,"25.6782339, -100.3322151",,,,
02/01/2022,08:40:00,via tampico,"25.6910905, -100.3003431",,,,
12/01/2022,12:54:00,villagomez,"25.701219, -100.3207556",,,,
04/01/2022,12:35:00,villagran,"25.6796561, -100.3225579",,,,
05/01/2022,15:04:00,villagran,"25.6796561, -100.3225579",,,,
24/01/2022,15:33:00,villagran,"25.6993766, -100.3216793",,,,
28/01/2022,14:08:00,villagran,"25.6796561, -100.3225579",,,,
07/01/2022,13:57:00,washington,"25.6746527, -100.3164772",,,,
11/01/2022,10:25:00,washington,"25.6746527, -100.3164772",,,,
12/01/2022,13:15:00,washington,"25.6746527, -100.3164772",,,,
13/01/2022,15:24:00,washington,"25.6746527, -100.3164772",,,,
14/01/2022,09:32:00,washington,"25.6746527, -100.3164772",,,,
17/01/2022,08:18:00,washington,"25.6746527, -100.3164772",,,,
26/01/2022,14:57:00,washington,"25.6746527, -100.3164772",,,,
30/01/2022,14:33:00,washington,"25.6746527, -100.3164772",,,,
13/01/2022,12:28:00,zapopan,"25.7201956, -100.3735198",,,,
04/01/2022,14:57:00,zaragoza,"25.1890645, -99.8308149",,,,
08/01/2022,15:57:00,zaragoza,"25.1890645, -99.8308149",,,,
22/01/2022,10:57:00,zaragoza,"25.67883, -100.30912",,,,
28/01/2022,12:25:00,zaragoza,"25.1890645, -99.8308149",,,,
21/01/2022,12:18:00,zuazua,"25.6752282, -100.3083735",,,,
